,TimeStamp,3028,3301
751,2021-01-21,4336.987795,0
752,2021-01-22,11942.95918,0
753,2021-01-23,9975.293661,0
754,2021-01-24,755.6021757,0
755,2021-01-25,14816.35695,0
756,2021-01-26,17070.87562,0
757,2021-01-27,15364.65315,0
758,2021-01-28,14462.99332,0
759,2021-01-29,3625.279531,0
760,2021-01-30,71.99760246,0
761,2021-01-31,689.1807912,0
762,2021-02-01,13552.26892,0
763,2021-02-02,15089.58298,0
764,2021-02-03,16293.66037,0
765,2021-02-04,8192.29859,0
766,2021-02-05,19724.41357,0
767,2021-02-06,11192.53597,0
768,2021-02-07,72.00239754,0
769,2021-02-08,10430.61798,0
770,2021-02-09,8763.129218,0
771,2021-02-10,19187.06415,0
772,2021-02-11,6822.413724,0
773,2021-02-12,72,0
774,2021-02-13,72,0
775,2021-02-14,599.2066459,0
776,2021-02-15,15587.12693,0
777,2021-02-16,16463.75221,0
778,2021-02-17,17496.34955,0
779,2021-02-18,8849.34908,0
780,2021-02-19,9376.139239,0
781,2021-02-20,16462.62277,0
782,2021-02-21,561.6989039,0
783,2021-02-22,16756.38003,0
784,2021-02-23,14384.45316,0
785,2021-02-24,7815.894204,0
786,2021-02-25,10886.25567,0
787,2021-02-26,9624.870651,0
788,2021-02-27,19249.26901,0
789,2021-02-28,4244.223632,0
790,2021-03-01,7425.875804,0
791,2021-03-02,12292.45527,0
792,2021-03-03,8395.319129,0
793,2021-03-04,4397.38695,0
794,2021-03-05,13316.20987,0
795,2021-03-06,15701.00072,0
796,2021-03-07,5683.904223,0
797,2021-03-08,9012.129668,0
798,2021-03-09,14211.61094,0
799,2021-03-10,17737.23868,0
800,2021-03-11,4521.379914,0
801,2021-03-12,15641.47002,0
802,2021-03-13,14050.39034,0
803,2021-03-14,5564.331354,0
804,2021-03-15,15036.08633,0
805,2021-03-16,18008.41678,0
806,2021-03-17,5570.525286,0
807,2021-03-18,16940.35422,0
808,2021-03-19,18021.88961,0
809,2021-03-20,18591.96254,0
810,2021-03-21,4970.832379,0
811,2021-03-22,18214.65477,0
812,2021-03-23,16661.42225,0
813,2021-03-24,15242.72015,0
814,2021-03-25,18111.97368,0
815,2021-03-26,17092.11911,0
816,2021-03-27,18767.6741,0
817,2021-03-28,4413.30116,0
818,2021-03-29,15506.1814,0
819,2021-03-30,9483.003056,0
820,2021-03-31,16985.13323,0
821,2021-04-01,3291.342828,0
822,2021-04-02,72.00359917,0
823,2021-04-03,72.00359917,0
824,2021-04-04,171.892946,0
825,2021-04-05,13800.28698,0
