,ProdDate,Actual_kWh,Production1,Production2,Feed,Weekday,BRP
630,2020-09-22,171061.0,10738.28069,,10738.28069,Tuesday,RP
631,2020-09-23,109768.0,6334.124616499999,,6334.124616499999,Wednesday,RP
632,2020-09-24,208733.0,19282.733855,,19282.733855,Thursday,RP
633,2020-09-25,209419.0,18832.22707,,18832.22707,Friday,RP
634,2020-09-26,163928.0,11241.67808,,11241.67808,Saturday,RP
635,2020-09-27,51488.0,871.4520282000001,,871.4520282000001,Sunday,RP
636,2020-09-28,210492.0,18545.20614,,18545.20614,Monday,RP
637,2020-09-29,205679.0,17043.216014999998,,17043.216014999998,Tuesday,RP
638,2020-09-30,122978.0,4955.6565470000005,,4955.6565470000005,Wednesday,RP
639,2020-10-01,110487.0,5381.467837,,5381.467837,Thursday,RP
640,2020-10-02,216403.0,18177.82554,,18177.82554,Friday,RP
641,2020-10-03,158605.0,10869.815705,,10869.815705,Saturday,RP
642,2020-10-04,49843.0,699.2809623,,699.2809623,Sunday,RP
643,2020-10-05,197504.0,17742.93416,,17742.93416,Monday,RP
644,2020-10-06,196221.0,15621.88735,,15621.88735,Tuesday,RP
645,2020-10-07,57440.0,1061.1747345,,1061.1747345,Wednesday,RP
646,2020-10-08,140114.0,8126.7352285,,8126.7352285,Thursday,RP
647,2020-10-09,212794.0,19734.488225,,19734.488225,Friday,RP
648,2020-10-10,214462.0,17356.909355,,17356.909355,Saturday,RP
649,2020-10-11,66091.0,585.8111002,,585.8111002,Sunday,RP
650,2020-10-12,219178.0,17817.757355,,17817.757355,Monday,RP
